aṃśaṃ śūdrāsuto haret | Manu_9.151d
steyadaṇḍaṃ ca so 'rhati | NarS_v7.4d
steyadoṣāpahartṝṇāṃ | Manu_11.161c
steyaṃ tat parikīrtitam | Kāty_810d
steyapāruṣyayoś caiva | Kāty_366c
steyam āhur manīṣiṇaḥ | NarS_v14.16d
steyam āhuś chalena tu | NarS_v14.11d
steyam uktaṃ vinihnavaḥ | Kāty_796d
steyasaṃgrahaṇātyayāt | Kāty_163d
steyasaṃgrahaṇeṣu ca | NarS_v1.171b
steyasaṃgrahaṇeṣu ca | Manu_8.72b
steyasāhasayor api | NarS_v1.220b
steyasāhasayor divyaṃ | Kāty_416c
steyī ca gurutalpagaḥ | Manu_9.235b
steye ca śvapadaṃ kāryaṃ | Manu_9.237c
steye tu śvapadaṃ kṛtvā | NarS_p19.51c
steye brāhmaṇahiṃsane | NarS_p19.50d
steye bhavati kilbiṣam | NarS_p19.58b
steye bhavati kilbiṣam | Manu_8.337b
stokā vā yadi vā bahu | ViS_5.184d
stobhakaḥ sa udāhṛtaḥ | Kāty_033d
stomaṃ dattvā vaset tu yaḥ | NarS_v6.22b
stomavāhīni bhāṇḍāni | NarS_v6.23a
striya eva hi nurna tu | Ang_1.180b
striyaṃ rakṣet prayatnataḥ | Manu_9.9d
striyaṃ vā yas tu ghātayet | ParS_6.16b
striyaṃ vṛttavatīṃ patiḥ | YajñS_1.89b
striyaṃ spṛśed adeśe yaḥ | NarS_v12.65a
striyaṃ spṛśed adeśe yaḥ | Manu_8.358a
striyaḥ śriyaś ca geheṣu | Manu_9.26c
striyaḥ sarvās tathaiva ca | Manu_2.123d
striyaḥ striṣu ca sākṣiṇaḥ | NarS_v1.135d
striyaṃ tathāśvavad gacchamś | YamS-s_2.57c
striyaṃ nirvāsayed gṛhāt | NarS_v12.92d
striyaṃ nirvāsayed budhaḥ | NarS_v12.93d
striyam ārtavadarśane | Manu_4.40b
striyam eva prakurvāṇaṃ | YamS-s_2.14c
striyaṃ putravatīṃ vandhyāṃ | NarS_v12.82a
striyaś caiva viśeṣeṇa | Manu_7.150c
striyas tu na balāt kāryā | NarS_p20.28a
striyā klībena ca hute | Manu_4.205c
striyāṃ tu yad bhaved vittaṃ | Manu_9.198a
striyāṃ tu rocamānāyāṃ | Manu_3.62a
striyāpy asaṃbhāve kāryaṃ | Manu_8.70a
striyā vā puruṣasya vā | YamS-182v_4.2d
striyā samyaṅ niyuktayā | Manu_9.59b
striyai tasmin mṛte 'pi tat | NarS_v1.24b
striyo na pratilomataḥ | NarS_v12.77d
striyo nāhvānayen nṛpaḥ | Kāty_096d
striyo 'nyās tisra eva tu | NarS_v12.5b
striyo 'py etena kalpena | Manu_12.69a
striyo 'py etena kalpena | ViS_44.45a
striyo 'yugmāsu rātriṣu | Manu_3.48b
striyo rakṣyā yataḥ smṛtāḥ | YajñS_1.81d
striyo rakṣyā viśeṣataḥ | Manu_9.5b
striyo ratnāny atho vidyā | Manu_2.240a
striyo rātriṣu varjayan | Manu_3.50b
striyo rogiṇa eva ca | YamS-78v_17d
striyo rogiṇa eva ca | YamS-s_1.19d
striyo rogiṇa eva ca | ViS_54.33d
striyo vṛddhāś ca bālāś ca | ParS_7.35c
striyo vyādhita eva ca | YamS-182v_3.3d
striyo hatvāviśeṣeṇa | YamS-s_1.23a
strīkṛtāny apramāṇāni | NarS_v1.22a
strīkṣīraṃ caiva varjyāni | Manu_5.9c
strī kṣetraṃ bījinaḥ prajāḥ | NarS_v12.19b
strījitagrāmayājinām | YajñS_1.163b
strījitānāṃ ca sarvaśaḥ | Manu_4.217b
strī jñātiguṇadarpitā | Manu_8.371b
strījñātisvāmyanujñātaṃ | BrhS_1.14.6c
strīṇāṃ rajasvalānāṃ ca | YamS-182v_3.64a
strīṇāṃ rajasvalānān tu | YamS-78v_56a
strīṇāṃ varam anusmaran | YajñS_1.81b
strīṇāṃ śīlābhiyogeṣu | NarS_v1.220a
strīṇāṃ śuddhir iyaṃ smṛtā | BrhS_1.25.6d
strīṇāṃ sākṣyaṃ striyaḥ kuryur | Kāty_351a
strīṇāṃ sākṣyaṃ striyaḥ kuryur | Manu_8.68a
strīṇāṃ sukhodyam akrūraṃ | Manu_2.33a
strīṇāṃ svātantram iṣyate | BrhS_1.26.30b
strīṇāṃ svātantryam iṣyate | Kāty_905b
strīṇāṃ kṣetragṛhasya ca | Manu_11.163b
strīṇāṃ ca prekṣaṇālambham | Manu_2.179c
strīṇāṃ caiva na saṃśayaḥ | YamS-182v_4.36b
strīṇāṃ dharmān nibodhata | Manu_5.146d
strīṇām asaṃskṛtānāṃ tu | Manu_5.72a
strīṇām ā jīvitakṣayāt | NarS_v13.25b
strīṇām āvṛd aśeṣataḥ | Manu_2.66b
strīṇām udāhṛtam | BrhS_1.25.10d
strīṇāṃ pṛthaṅ na kartavyā | Ang_1.998c
strīṇāṃ preṣyajanasya ca | Manu_7.125b
strīṇāṃ bhoge ca maithune | Manu_8.100b
strīdravyavṛttikāmo vā | YajñS_2.281a
strī dhanaṃ sā na cārhati | Kāty_929b
strīdhanaṃ strī svakulyebhyaḥ | BrhS_1.14.13a
strīdhanaṃ syād apatyānāṃ | BrhS_1.26.31c
strīdhanaṃ ca narendrāṇāṃ | NarS_v1.75a
strīdhanaṃ caiva yat smṛtam | Kāty_877b
strīdhanaṃ tadapatyānāṃ | NarS_v13.9a
strīdhanaṃ tad udāhṛtam | Kāty_896d
strīdhanaṃ dāpayed daṇḍaṃ | Kāty_970a
strīdhanabhraṣṭasarvasvāṃ | NarS_v12.92a
strīdhanaṃ parikīrtitam | Kāty_895d
strīdhanaṃ parikīrtitam | YajñS_2.143d
strīdhanaṃ paitṛkaṃ striyā | Kāty_920b
strīdhanaṃ bhakṣayed balāt | Kāty_912b
strīdhanasyeti dharmo 'yaṃ | Kāty_917c
strīdhanāni tu ye mohād | Manu_3.52a
strīdhane prabhaviṣṇavaḥ | Kāty_911d
strīdharmayogaṃ tāpasyaṃ | Manu_1.114a
strīnaktamantarāgāra | YajñS_2.31c
strīnarendradhanād ṛte | NarS_v1.74d
strī niṣedhe śataṃ dadyād | YajñS_2.285a
strīpaśūnāṃ ca saṃtatiḥ | NarS_v1.92d
strīpiṇḍaṃ bhartṛpiṇḍena | Ang_1.977c
strīpiṇḍaṃ bhartṛpiṇḍena | Ang_1.996a
strīpuṃsayogaḥ steyaṃ ca | BrhS_1.1.12c
strīpuṃsayoganāmaitad | NarS_v12.1c
strīpuṃsayor nigūḍhāyā | NarS_v12.90c
strīpuṃsayoś ca saṃbandho | NarS_m1.18c
strīpuṃsayos tu saṃyoge | YajñS_3.72a
strīpuṃsayos tu saṃbandhād | NarS_v12.2a
strīpuṃsavartanopāyaḥ | BrhS_1.25.1c
strīpuṃsau tu kṛtakriyau | Manu_9.102b
strīpuṃsau hemaratnāni | BrhS_1.23.7a
strīpuṃgogajavājinaḥ | NarS_v14.15b
strīpuṃdharmo vibhāgaś ca | Manu_8.7a
strī pumāṃś ca sameyātāṃ | NarS_v12.63c
strī prasūtāprasūtā vā | NarS_v12.49a
strīprasūś cādhivettavyā | YajñS_1.73c
strībālakān vañcayanti | BrhS_1.22.17c
strībālabrāhmaṇaghnāṃś ca | Manu_9.232c
strībālabhṛtyagovipreṣv | ParS_9.61c
strībālavṛddhakitava | YajñS_2.70a
strībālāturarogiṣu | BrhS_1.10.34d
strībālāturarogiṣu | BrhS_1.17.24b
strībālādyavapattau ca | ViS_16.18c
strībālābhyupapattau ca | Manu_10.62c
strībālārtān lipyavijñān | BrhS_1.6.42a
strībālonmattavṛddhānāṃ | Manu_9.230a
strībuddher asthiratvāt tu | Manu_8.77c
strī bhavaty adhike striyāḥ | Brh_1.26.131b
strī bhavaty adhike striyāḥ | Manu_3.49b
strībhiḥ prekṣakarais tathā | BrhS_1.1.135b
strībhir antaḥpure saha | Manu_7.221b
strībhir bālāsvatantraiś ca | Kāty_271c
strībhir bhartṛvacaḥ kāryam | YajñS_1.77a
strībhiś ca puruṣāḥ kalau | ParS_1.30d
strībhyo 'nṛtam iti sthitiḥ | Manu_9.18d
strībhyo manur akalpayat | Manu_9.17d
strīmām etāny api dhruvam | YajñS_3.297d
strīm ṛkṣaḥ stokako vāri | Manu_12.67c
strīmlecchavyādhitavyaṅgān | Manu_7.149c
strīyonis tv eva kutra cit | Manu_9.34b
strīratnaṃ duṣkulād api | Manu_2.238d
strīrogivaracakriṇām | ViS_63.50b
strīrogivaracakriṇām | YajñS_1.117b
strī vinaśyati garṇa | YamS-182v_4.60c
strīviprābhyupapattau ca | Manu_8.349c
strīvivāhān nibodhata | Manu_3.20d
strīvṛto 'ntaḥpuraṃ punaḥ | Manu_7.224d
strīśulkam upakāriṇe | BrhS_1.14.9b
strīśulkānugrahārthaṃ ca | NarS_v4.07c
strīśulkeṣu na vṛddhiḥ syāt | Kāty_508c
strīśūdrapatitāṃś caiva | Manu_11.223c
strīśūdrapatitānāṃ ca | ViS_46.25a
strīśūdraviṭkṣatravadho | Manu_11.66c
strīśūdraviṭkṣatravadho | YajñS_3.236a
strī śūdras tu sakṛt sakṛt | Manu_5.139d
strīśūdrocchiṣṭam eva ca | Manu_11.152b
strīṣu prajanane tathā | BrhS_1.3.12b
strīṣu prajanane tathā | Kāty_150b
strīṣu rātrau bahir grāmād | NarS_m1.37a
strīṣu vṛttopabhogaḥ syāt | Kāty_830a
strīṣv anantarajātāsu | Manu_10.6a
strīsaṅge sāhase caurye | BrhS_1.5.53c
strīsaṅge sāhase caurye | Kāty_397c
strīsaṃgrahaṇam eva ca | Manu_8.6d
strīsanāthās tathaiva ca | BrhS_1.1.137d
strīsanāthās tathaiva ca | BrhS_1.1.138d
strīsaṃparkādikaṃ sarvaṃ | YamS-182v_5.2a
strīsaṃbandhe daśaitāni | Manu_3.6c
strīhantṝṃś ca na saṃvaset | Manu_11.190d
strīhantṝṃś ca na saṃvaset | ViS_54.32d
strīhārī tu tathaiva syād | BrhS_1.10.120c
strīhārī dhaniputrayoḥ | NarS_v1.20d
strīhiṃsāuṣadhajīvanam | YajñS_3.240b
stryālokālambhavigamaḥ | YajñS_3.157a
sthalajāudakaśākāni | Manu_6.13a
sthalajāny audakāni ca | Manu_1.44d
sthalanimnanadīsrotaḥ | BrhS_1.19.9a
sthalanimnonnatādibhiḥ | NarS_v11.5b
sthalāṅgāratuṣadrumaiḥ | YajñS_2.151b
sthale dadyāj jalāñjalīn | YamS-99v_98d
sthāṇucchedasya kedāram | Manu_9.44c
sthāṇur bhagaś ca bhagavān | BrhS_1.8.24c
sthānaṃ viprasya tatsmṛtam | Ang_1.973d
sthānaṃ vīrāsanaṃ śaktaḥ | Ang_2.12.4a
sthānaṃ samudayaṃ guptiṃ | Manu_7.56c
sthānaṃ karmānurūpataḥ | Manu_7.125d
sthānaṃ gṛhaṃ sthalaṃ caiva | BrhS_1.11.4a
sthānaṃ jātyākṛtī vayaḥ | Kāty_124d
sthānapālān lokapālān | ViS_1.16a
sthānabhraṣṭās tv akāntisthāḥ | BrhS_1.6.38a
sthānabhraṣṭās tv apaṅktisthāḥ | Kāty_269a
sthānamāhavanīyake | Ang_1.775d
sthānalābhanimittaṃ hi | NarS_v1.86a
sthānalekhyaṃ ca kārayet | BrhS_1.10.85d
sthānavaṃśādisaṃyutam | BrhS_1.6.20d
sthānasaṃbhāṣaṇāmodās | NarS_v12.62c
sthānāc calati bhāskaraḥ | ParS_3.32b
sthānāt sthānāntaraṃ gacched | NarS_v1.175c
sthānād anyatra dahyate | Kāty_441b
sthānād anyatra vā gacched | NarS_p20.27c
sthānād vānyatra gamanād | BrhS_1.8.61e
sthānāni vividhāni ca | ViS_1.15d
sthānāny atra śarīrake | YajñS_3.98d
sthānāny etāni daṇḍasya | BrhS_1.29.5a
sthānāsanavihāravān | Manu_2.248b
sthānāsanavihārair vā | YajñS_3.51c
sthānāsanābhyāṃ viharet | Manu_6.22c
sthānāsanābhyāṃ vihared | Manu_11.224a
sthānāsedhaḥ kālakṛtaḥ | NarS_m1.42a
sthānāsedhaḥ kālkṛtaḥ | BrhS_1.1.159a
sthāne yuddhe ca kuśalān | Manu_7.190c
sthāne vipravisarjane | YajñS_1.252b
sthāneṣu dviguṇo damaḥ | YajñS_2.226d
sthāneṣūkteṣu kartane | YajñS_2.229d
sthāpanaṃ kriyate yena | Ang_1.500c
sthāpanaṃ panasākhyasya | Ang_1.482c
sthāpayanti tu yāṃ vṛddhiṃ | Manu_8.157c
sthāpayitvā tathā svake | ViS_1.13b
sthāpayitvā vidhānena | Ang_1.545c
sthāpayet tatra tadvaṃśyaṃ | Manu_7.202c
sthāpayetpālayedapi | Ang_1.1018b
sthāpayed agnisaṃnidhau | ParS_11.33d
sthāpayed āsane tasmin | Manu_7.141c
sthāpayed vā parasya tat | Kāty_120d
sthāpayennikṣipedevaṃ | Ang_1.1016c
sthāpitaṃ yena vidhinā | BrhS_1.11.10a
sthāpitaṃ jñānavibhramāt | Kāty_295d
sthāpitāni mahātmabhiḥ | Kāty_759b
sthāpite puṣkale tathā | YamS-78v_67b
sthāpyaṃ kṣīraṃ ca mṛnmaye | YajñS_3.17b
sthāpyate 'nyagṛhe dravyaṃ | BrhS_1.11.3c
sthāpyaṃ bhadrāsanaṃ tataḥ | YajñS_1.280d
sthāpyo vāvedya rakṣiṇaḥ | Kāty_583d
sthāpyau cānupalakṣitau | BrhS_1.8.84b
sthāpyau cānupalakṣitau | BrhS_1.8.88d
sthāyinām eṣa niyamo | NarS_v8.5c
sthālaiḥ saha catuḥṣaṣṭir | YajñS_3.85a
sthāvaraṃ siddhim āpnoti | BrhS_1.7.26c
sthāvaraṃ spatadhāpyate | BrhS_1.7.23d
sthāvarakraya iṣyate | BrhS_1.18.14b
sthāvaraṃ ca pṛthagvidham | Manu_1.40d
sthāvaraṃ jaṅgamaṃ caiva | Manu_5.28c
sthāvaradvipadaṃ caiva | BrhS_1.26.38a
sthāvarasya kṣayaṃ dāpyo | NarS_v8.4c
sthāvarasya tathākhyātaṃ | BrhS_1.8.1a
sthāvarasya viśeṣataḥ | YajñS_2.176b
sthāvarāḥ kṛmikīṭāś ca | Manu_12.42a
sthāvarāj jīvanaṃ strībhyo | BrhS_1.26.104a
sthāvarāṇi ca bhūtāni | Manu_11.240c
sthāvarāṇi carāṇi ca | BrhS_1.7.67d
sthāvarāṇi carāṇi ca | Manu_7.15b
sthāvare jaṅgame 'pi vā | BrhS_1.26.14b
sthāvare vikrayādhāne | Kāty_311a
sthāvare ṣaṭprakāre 'pi | Kāty_737c
sthāvareṣu tad ākhyātaṃ | BrhS_1.7.52a
sthāvareṣu vasuṃdhare | ViS_23.46b
sthāvareṣu vivādeṣu | BrhS_1.2.38c
sthāvareṣu vivādeṣu | BrhS_1.7.56a
sthāvareṣu vivādeṣu | Kāty_128c
sthāvareṣu vivādeṣu | Kāty_240a
sthāvareṣv abhijāyate | YajñS_3.136d
sthitaḥ so 'rtho 'numoditaḥ | Kāty_144d
sthitaṃ taṃ vyāpya tiṣṭhataḥ | Manu_12.14d
sthitaṃ patraṃ sthiraṃ bhavet | Kāty_298d
sthitā bhavati nānyathā | Ang_1.390d
sthitā mṛte svargasadaḥprayāte | ViS_99.15b
sthitāyāṃ yeyamūḍhā syād | Ang_1.452a
sthitā sadā tac chṛṇu lokadhātri | ViS_99.8d
sthitā sadāhaṃ madhusūdane ca | ViS_99.22d
sthitā sā 'mbāsya vai bhavet | Ang_1.390b
sthitiḥ kāryārthasiddhaye | Manu_7.167b
sthitiḥ samaya ucyate | NarS_v10.1b
sthitiḥ sudīkṣā ca tathā sunītiḥ | ViS_99.5b
sthitipatraṃ tu tat proktaṃ | BrhS_1.6.19c
sthitiṃ preto na vindati | ViS_20.32b
sthitir eṣā purātanī | NarS_p20.21d
sthitir yasya bhaved dhruvā | ViS_20.22d
sthitvā vā mahati kratau | YamS-99v_31d
sthiraprāyeṣu niścitam | Kāty_396b
sthirabheṣvarkasaṃkrāntir | Ang_1.640a
sthirāṅgaṃ nīrujaṃ tṛptaṃ | ParS_2.4a
sthirā ṣaṣṭyābdikī matā | Kāty_318d
sthūrāyāś chedanaṃ bhavet | NarS_p19.40b
sthūlaghāṭas tanūrutvag | NarS_v12.9c
sthūlasūtravatāṃ teṣāṃ | NarS_v9.14a
sthūlāntraṃ guda eva ca | YajñS_3.95b
sthairyaṃ caturthe tv aṅgānāṃ | YajñS_3.80a
sthaulalakṣyaṃ ca satatam | Manu_7.211c
snapanaṃ tasya kartavyaṃ | YajñS_1.277a
snātakavratakalpaś ca | Manu_4.259c
snātakavratalope ca | Manu_11.203c
snātakavratalope ca | ViS_54.29c
snātakasya ca rājñaś ca | Manu_2.138c
snātakasya yathoditān | Manu_5.1b
snātakasya vratāni ca | Manu_1.113b
snātakācāryapārthivāḥ | YajñS_1.110b
snātakācāryayos tathā | Manu_4.130b
snātako nṛpamānabhāk | Manu_2.139d
snātasnānena kurvīta | Ang_1.264c
snātasya sārṣapaṃ tailaṃ | YajñS_1.284a
snātasyārdrapaṭasya ca | NarS_p20.42b
snātān apavadeyus tān | YajñS_3.7c
snātāṃ puṃsavane śuciḥ | NarS_v12.87b
snātāyāṃ samanantaram | Ang_1.80d
snātā rajasvalā yā tu | ParS_7.15c
snātuṃ yāntaṃ dvijaṃ sarve | ParS_12.12a
snāto 'dhikārī bhavati | ViS_64.40a
snāto bhavati mānavaḥ | ParS_12.11d
snātvā kālena śuddhyati | YamS-78v_57d
snātvā kālena śudhyati | YamS-78v_61d
snātvā kuryādamantrakam | Ang_1.466b
snātvā japet sa gāyatrīṃ | ParS_5.1c
snātvā tiṣṭhann ahaḥ śeṣam | ParS_11.52a
snātvā tu vipro digvāsāḥ | Manu_11.201c
snātvā tenaiva vidhinā | Ang_1.487a
snātvā triṣavaṇaṃ vipraḥ | YamS-99v_3c
snātvā devān pitṝṃś caiva | YajñS_1.100c
snātvānaśnann ahaḥ śeṣam | Manu_11.204c
snātvā pītvā kṣute supte | ParS_12.18a
snātvā pītvā kṣute supte | YajñS_1.196a
snātvā pītvā śucir bhavet | ParS_12.4d
snātvā puṇye jalāśaye | Manu_11.186d
snātvā bhuñjīta kāmataḥ | YajñS_1.327d
snātvā yas tūtsṛjen malam | ParS_12.15b
snātvārkam arcayitvā triḥ | Manu_2.181c
snātvārkam arcayitvā triḥ | ViS_28.51c
snātvāvalokayet sūryam | ParS_12.55c
snātvā vipro viśudhyati | Manu_5.87b
snātvā śuddhim avāpnuyāt | YamS-99v_7d
snātvā sacailaṃ spṛṣṭvāgniṃ | ParS_3.42c
snātvā sacailaḥ spṛṣṭvāgniṃ | Manu_5.103c
snātvā samyak samantrakam | Ang_1.23d
snātvā snātvā spṛśet tan tu | YamS-78v_53c
snātvā snātvā spṛśed enaṃ | ParS_7.20a
snānaṃ yena vidhīyate | YamS-99v_15b
snānaṃ samācaren nityaṃ | Manu_4.203c
snānaṃ kṛtvā tu tādṛśam | Ang_1.253d
snānaṃ kṛtvā prārabhecca | Ang_1.164a
snānaṃ kṛtvā viśudhyati | ParS_7.11b
snānataḥ sarvakarmāṇi | Ang_1.165a
snānadānādikarmasu | ParS_12.30d
snānaṃ tatsamudāhṛtam | Ang_1.170d
snānaṃ tīrthaṃ japas tapaḥ | ParS_6.63d
snānaṃ dānaṃ japo homaḥ | ParS_12.23a
snānaṃ devārcanaṃ dānaṃ | YamS-182v_3.51c
snānaṃ dvādaśasaṃkhyayā | ParS_12.63d
snānam abdaivatair mantrair | YajñS_1.22a
snānamabhyañjanaṃ snānam | Ang_1.265c
snānamātraṃ vidhīyate | YamS-78v_42b
snānamātraṃ ca kathitaṃ | Ang_1.679a
snānamūlamidaṃ jagat | Ang_1.166b
snānamūlamidaṃ tapaḥ | Ang_1.165d
snānamūlamidaṃ brāhmaṃ | Ang_1.165c
snānamūlākhilā yajñāḥ | Ang_1.166a
snānameva paraṃ proktaṃ | Ang_1.169c
snānameva paraṃ matam | Ang_1.166d
snānam eva rajasvalā | ParS_12.53b
snānam eva vidhīyate | ParS_12.1d
snānaṃ maithuninaḥ smṛtam | Manu_5.144d
snānaṃ maithuninaḥ smṛtam | YamS-99v_16b
snānaṃ maunopavāsejyā | YajñS_3.313a
snānasaṃdhyārcanādibhiḥ | ParS_10.40b
snānasya ca paraṃ vidhim | Manu_1.111d
snānahīnas tathaiva ca | YamS-182v_4.51d
snānahīno malāśī syāt | YamS-182v_4.52a
snānād vāpi hayakratau | YamS-s_1.25d
snānād vā śuddhim āpnuyāt | YajñS_3.244d
snānāni pañca puṇyāni | ParS_12.9a
snānena lepopahatasya śuddhiḥ | YamS-78v_44d
snānena strī rajasvalā | Manu_5.66d
snānena strī rajasvalā | YamS-99v_77d
snānenaiva viśudhyati | Ang_2.9.13b
snāne prasādhane caiva | Manu_7.220c
snāpanocchiṣṭabhojane | Manu_2.209b
snāpayitvāyudhodakam | Kāty_452b
snāpayitvā vidhānena | Ang_1.78a
snāpayec cāgnisannidhau | YamS-78v_63d
snāpayed agnisaṃnidhau | YamS-182v_3.69d
snāyād vā tadanujñayā | YajñS_1.51b
snāyān nadīdevakhāta | YajñS_1.159c
snāsyaṃs tu guruṇājñaptaḥ | Manu_2.245c
snigdhaiḥ śūrair narair yutam | BrhS_1.1.29d
snuṣāgagurutalpagau | Manu_9.63d
snuṣā jyeṣṭhasya sā smṛtā | Manu_9.57d
snetāc cājñānato vāpi | BrhS_1.1.103a
snehaḥ suhṛdbāndhaveṣu | BrhS_1.7.45c
snehaṃ kledaṃ samārdavam | YajñS_3.77d
snehasyotpavanena ca | ParS_6.75b
snehāṃś ca phalasaṃbhavān | Manu_6.13d
snehāktaṃ cirasaṃsthitam | YajñS_1.169b
snehāt krodhāl lobhato vā | BrhS_1.8.14a
snehāt pratyupakārataḥ | NarS_v4.07b
snehād ajñānato vāpi | Kāty_079a
snehād vā bhaktavatsala | ParS_1.11d
snehād vā yadi vā bhayāt | ParS_4.1b
snehād vā yadi vā lobhād | ParS_6.56c
snehābhyaṅgaśca pāṇinā | Ang_2.10.9b
snehābhyaṅgas tu pāṇinā | ParS_9.20b
snehena ca tathā 'paraḥ | YamS-182v_5.17d
snehe 'po gāṃ ca mūrtiṣu | Manu_12.120d
sneho vā goraso vāpi | ParS_6.74c
sparśane dviguṇas tataḥ | YajñS_2.213d
sparśamātraḥ prakartavyas | Ang_1.472a
sparśayed brāhmaṇāya gām | Manu_11.135d
sparśaś caiva bhaved yadi | YamS-182v_3.64b
sparśād vāyur mukhāc chikhī | YajñS_3.127d
sparśeṇāvaravarṇajaḥ | Manu_3.241d
sparśe medhyāni nirdiśet | Manu_5.133d
sparśe snānaṃ vidhīyate | Ang_2.8.20d
sparśe snānaṃ vidhīyate | ParS_7.21d
sparśo bhūṣaṇavastrāṇāṃ | BrhS_1.24.6e
sparśo bhūṣaṇavāsasām | Manu_8.357b
spaṣṭameva prabhavati | Ang_1.229a
spaṣṭo yasya bhavettarām | Ang_1.769d
spṛśanti bindavaḥ pādau | Manu_5.142a
spṛśanti bindavaḥ pādau | ViS_23.54a
spṛśet putrādimastakam | Kāty_420d
spṛśeyuḥ susamāhitāḥ | Manu_7.219d
spṛśyā nṝṇāṃ rajasvalāḥ | BrhS_1.1.129d
spṛṣṭaṃ tena pramādāc ca | YamS-182v_3.45c
spṛṣṭāny antyaśvavāyasaiḥ | ViS_23.41b
spṛṣṭāny antyaśvavāyasaiḥ | YajñS_1.197b
spṛṣṭā rajasvalā caiva | YamS-78v_61a
spṛṣṭāspṛṣṭi yadā bhavet | YamS-78v_56b
spṛṣṭo vā marśayet tathā | NarS_v12.65b
spṛṣṭo vā marṣayet tayā | Manu_8.358b
spṛṣṭva dattvā ca madirāṃ | Manu_11.148a
spṛṣṭvāgniṃ ghṛtabhuk śuciḥ | YajñS_3.26d
spṛṣṭvā ca pratigṛhya ca | Ang_2.8.3b
spṛṣṭvā rajasvalāṃ yāntu | YamS-78v_57a
spṛṣṭvā rajasvalā kaiścit | YamS-78v_62a
spṛṣṭvā rajasvalānyonyaṃ | ParS_7.11c
spṛṣṭvā rajasvalānyonyaṃ | ParS_7.12c
spṛṣṭvā rajasvalānyonyaṃ | ParS_7.13c
spṛṣṭvā rajasvalānyonyaṃ | ParS_7.14c
spṛṣṭvā rajasvalānyonyaṃ | YamS-78v_58a
spṛṣṭvā rajasvalānyonyaṃ | YamS-78v_59a
spṛṣṭvā rajasvalānyonyaṃ | YamS-78v_60a
spṛṣṭvā rajasvalā 'nyonyaṃ | YamS-182v_3.65a
spṛṣṭvā rajasvalā 'nyonyaṃ | YamS-182v_3.66a
spṛṣṭvā rajasvalā 'nyonyaṃ | YamS-182v_3.67a
spṛṣṭvā rajasvalā 'nyonyaṃ | YamS-182v_3.68a
spṛṣṭvā voḍhvā ca dagdhvā ca | ParS_5.11c
spṛṣṭvā snānena śudhyati | Manu_5.85d
spṛṣṭvaitān aśucir nityam | Manu_4.143a
spṛṣṭvaitāni na duṣyataḥ | ViS_22.84d
spṛṣṭvaivāpo viśudhyati | Manu_5.76d
sphigdeśaṃ vāsya kartayet | NarS_v15-16.26d
sphicaṃ vāsyāvakartayet | Manu_8.281d
sphītād api na saṃcāri | YajñS_1.54c
sphyaśūrpaśakaṭānāṃ ca | Manu_5.117c
sphyaśūrpājinadhānyānāṃ | YajñS_1.184a
smaraty evaṃ prayuktasya | Kāty_251c
smartḥṇāmatra kevalam | Ang_1.394d
smāritaḥ kulyadūtakau | BrhS_1.5.4b
smāritaḥ patrakād ṛte | Kāty_371d
smāritaḥ sa udāhṛtaḥ | BrhS_1.5.9d
smāritasyeha sākṣiṇaḥ | NarS_v1.150b
smārtakāle kriyā bhūmeḥ | Kāty_321a
smāryate ca muhuryaś ca | BrhS_1.5.9c
smāryate hy arthinā sākṣī | Kāty_372c
smṛtā dvādaśajātayaḥ | Ang_1.505b
smṛtā barhiṣado 'trijāḥ | Manu_3.196d
smṛtā vyāhṛtayaḥ kila | Ang_1.7d
smṛtiḥ śrotraṃ ca nityaśaḥ | NarS_v1.153b
smṛtiḥ sā na praśasyate | BrhS_1.endd
smṛtimatsākṣisāmyaṃ tu | NarS_v1.210a
smṛtimān deśakālavit | Manu_7.64b
smṛtir vinirṇayaṃ brūte | BrhS_1.1.89a
smṛtivākyaṃ na laṅghayet | Kāty_005d
smṛtiśāstraṃ tu yat kiṃcit | Kāty_036a
smṛtiśāstravidaḥ sthitāḥ | Kāty_263b
smṛtiśīle ca tadvidām | Manu_2.6b
smṛto dviprastha āḍhakaḥ | ParS_6.70d
smṛtyapekṣaṃ hi sākṣitvam | NarS_v1.152c
smṛtyapetādikāriṇaḥ | YajñS_2.4b
smṛtyācāravyapetena | BrhS_1.1.121a
smṛtyācāravyapetena | YajñS_2.5a
smṛtyoktyā vacanādapi | Ang_1.1020b
smṛtyor virodhe nyāyas tu | YajñS_2.21a
smṛtvā dadau tadā te 'pi | Ang_1.563c
syandanāśvaiḥ same yudhyed | Manu_7.192a
syāc cāmnāyaparo loke | Manu_7.80c
syāc ced govyasanaṃ gopo | NarS_v6.13a
syātāṃ saṃvyavahāryau tau | NarS_v14.10a
syātāṃ tau patitau dhruvam | Ang_1.382b
syāt kośānāṃ pañcaguṇā | BrhS_1.10.20a
syāt kṣetram aṭavīsamam | NarS_v11.23d
syāt tu nāsāntiko viśaḥ | Manu_2.46d
syāt turīyaṃ tu yavīyasaḥ | Manu_9.112d
syāt tu sabhyas tato 'naghaḥ | BrhS_1.1.101d
syāt tu sabhyas tato 'naghaḥ | Kāty_077d
syāt pāpe hīne vadho bhṛguḥ | Kāty_801d
syāt sabhyāś caiva viśeṣataḥ | BrhS_1.1.102d
syāt sāhasaṃ tv anvayavat | Manu_8.332a
